   9.3036340e-01   1.0386849e+00   1.0943152e+00
   9.2604170e-01   1.0248835e+00   1.0814363e+00
   9.2391081e-01   1.0145622e+00   1.0744732e+00
   9.2330802e-01   1.0065670e+00   1.0714698e+00
   9.2364304e-01   9.9988343e-01   1.0706275e+00
   9.2442502e-01   9.9368533e-01   1.0704429e+00
   9.2567069e-01   9.8801503e-01   1.0710190e+00
   9.2725609e-01   9.8267685e-01   1.0719921e+00
   9.2903212e-01   9.7743937e-01   1.0729231e+00
   9.3102211e-01   9.7235352e-01   1.0738899e+00
   9.3323241e-01   9.6744235e-01   1.0749180e+00
   9.3561778e-01   9.6264839e-01   1.0758815e+00
   9.3810831e-01   9.5787670e-01   1.0765833e+00
   9.4073043e-01   9.5318498e-01   1.0771118e+00
   9.4350609e-01   9.4862205e-01   1.0775419e+00
   9.4643529e-01   9.4420337e-01   1.0778858e+00
   9.4949835e-01   9.3991477e-01   1.0780993e+00
   9.5265596e-01   9.3571255e-01   1.0780824e+00
   9.5587819e-01   9.3157000e-01   1.0777664e+00
   9.5919788e-01   9.2755165e-01   1.0772618e+00
   9.6264294e-01   9.2371311e-01   1.0766645e+00
   9.6622193e-01   9.2008229e-01   1.0760165e+00
   9.6992403e-01   9.1665938e-01   1.0753065e+00
   9.7371907e-01   9.1341687e-01   1.0744692e+00
   9.7755754e-01   9.1029952e-01   1.0733861e+00
   9.8135201e-01   9.0720166e-01   1.0718390e+00
   9.8505489e-01   9.0408070e-01   1.0697341e+00
   9.8882290e-01   9.0116354e-01   1.0675145e+00
   9.9276593e-01   8.9861281e-01   1.0654970e+00
   9.9692527e-01   8.9649872e-01   1.0638154e+00
   1.0012737e+00   8.9479903e-01   1.0624209e+00
   1.0057153e+00   8.9339912e-01   1.0610820e+00
   1.0100859e+00   8.9209193e-01   1.0593845e+00
   1.0141562e+00   8.9058312e-01   1.0567416e+00
   1.0180287e+00   8.8902989e-01   1.0534670e+00
   1.0219708e+00   8.8780410e-01   1.0503006e+00
   1.0260350e+00   8.8698616e-01   1.0474027e+00
   1.0301706e+00   8.8652160e-01   1.0446662e+00
   1.0342238e+00   8.8622109e-01   1.0417168e+00
   1.0381094e+00   8.8598651e-01   1.0383639e+00
   1.0419554e+00   8.8599814e-01   1.0349703e+00
   1.0457778e+00   8.8628826e-01   1.0316036e+00
   1.0495612e+00   8.8684845e-01   1.0282530e+00
   1.0532593e+00   8.8763039e-01   1.0248305e+00
   1.0568166e+00   8.8857382e-01   1.0212269e+00
   1.0602579e+00   8.8972123e-01   1.0175343e+00
   1.0636085e+00   8.9111454e-01   1.0138408e+00
   1.0668751e+00   8.9277114e-01   1.0101888e+00
   1.0700460e+00   8.9468519e-01   1.0065775e+00
   1.0730920e+00   8.9682768e-01   1.0029631e+00
   1.0759658e+00   8.9914637e-01   9.9925872e-01
   1.0785987e+00   9.0156112e-01   9.9533325e-01
   1.0810216e+00   9.0411697e-01   9.9128646e-01
   1.0833165e+00   9.0692333e-01   9.8732667e-01
   1.0855285e+00   9.1004195e-01   9.8357782e-01
   1.0876653e+00   9.1348645e-01   9.8007876e-01
   1.0896974e+00   9.1722233e-01   9.7678323e-01
   1.0915576e+00   9.2116696e-01   9.7355985e-01
   1.0931418e+00   9.2518959e-01   9.7019212e-01
   1.0943364e+00   9.2914631e-01   9.6644312e-01
   1.0952669e+00   9.3319390e-01   9.6261860e-01
   1.0960569e+00   9.3748943e-01   9.5900682e-01
   1.0967467e+00   9.4208257e-01   9.5570909e-01
   1.0973099e+00   9.4693588e-01   9.5267959e-01
   1.0976536e+00   9.5192480e-01   9.4972543e-01
   1.0976483e+00   9.5687619e-01   9.4657340e-01
   1.0973827e+00   9.6189632e-01   9.4342978e-01
   1.0969331e+00   9.6707748e-01   9.4046770e-01
   1.0963217e+00   9.7244016e-01   9.3774070e-01
   1.0955364e+00   9.7795829e-01   9.3522774e-01
   1.0945310e+00   9.8355932e-01   9.3283319e-01
   1.0932366e+00   9.8913818e-01   9.3041076e-01
   1.0916838e+00   9.9471981e-01   9.2802831e-01
   1.0899364e+00   1.0003769e+00   9.2582137e-01
   1.0880285e+00   1.0061414e+00   9.2386099e-01
   1.0859687e+00   1.0120078e+00   9.2216143e-01
   1.0837391e+00   1.0179335e+00   9.2068015e-01
   1.0812961e+00   1.0238386e+00   9.1931784e-01
   1.0785712e+00   1.0296059e+00   9.1792014e-01
   1.0755611e+00   1.0352027e+00   9.1646991e-01
   1.0723783e+00   1.0407709e+00   9.1519851e-01
   1.0691045e+00   1.0464081e+00   9.1426933e-01
   1.0657757e+00   1.0521439e+00   9.1374737e-01
   1.0623832e+00   1.0579408e+00   9.1359923e-01
   1.0588728e+00   1.0636936e+00   9.1369315e-01
   1.0551455e+00   1.0692294e+00   9.1379892e-01
   1.0510703e+00   1.0743242e+00   9.1361466e-01
   1.0467196e+00   1.0790464e+00   9.1327065e-01
   1.0423098e+00   1.0837054e+00   9.1322401e-01
   1.0379706e+00   1.0884782e+00   9.1374113e-01
   1.0337373e+00   1.0933926e+00   9.1487805e-01
   1.0295505e+00   1.0983274e+00   9.1648048e-01
   1.0252565e+00   1.1030129e+00   9.1818373e-01
   1.0206141e+00   1.1070409e+00   9.1942831e-01
   1.0157083e+00   1.1105074e+00   9.2036789e-01
   1.0108155e+00   1.1138279e+00   9.2160052e-01
   1.0060443e+00   1.1171561e+00   9.2335225e-01
   1.0014057e+00   1.1204844e+00   9.2562262e-01
   9.9681351e-01   1.1236438e+00   9.2818467e-01
   9.9208438e-01   1.1263049e+00   9.3058606e-01
   9.8721422e-01   1.1284321e+00   9.3278419e-01
   9.8239432e-01   1.1303198e+00   9.3519751e-01
   9.7767920e-01   1.1320387e+00   9.3793027e-01
   9.7307514e-01   1.1335772e+00   9.4096935e-01
   9.6854018e-01   1.1348413e+00   9.4418428e-01
   9.6399238e-01   1.1356683e+00   9.4734678e-01
   9.5946792e-01   1.1360991e+00   9.5051130e-01
   9.5504329e-01   1.1362490e+00   9.5383922e-01
   9.5075394e-01   1.1361639e+00   9.5739194e-01
   9.4660818e-01   1.1358423e+00   9.6116179e-01
   9.4258718e-01   1.1352357e+00   9.6507204e-01
   9.3864495e-01   1.1342485e+00   9.6897692e-01
   9.3474545e-01   1.1328027e+00   9.7274985e-01
   9.3095873e-01   1.1310128e+00   9.7654355e-01
   9.2735186e-01   1.1289914e+00   9.8051251e-01
   9.2395939e-01   1.1267933e+00   9.8472358e-01
   9.2078329e-01   1.1244155e+00   9.8915599e-01
   9.1779302e-01   1.1217970e+00   9.9370132e-01
   9.1492549e-01   1.1188193e+00   9.9816356e-01
   9.1208867e-01   1.1153124e+00   1.0022640e+00
   9.0931178e-01   1.1113292e+00   1.0060458e+00
   9.0675446e-01   1.1071603e+00   1.0099403e+00
   9.0451496e-01   1.1029855e+00   1.0142070e+00
   9.0261968e-01   1.0988554e+00   1.0189008e+00
   9.0102320e-01   1.0946913e+00   1.0238719e+00
